Date and Time Stamp,Tag,% Open
4/12/2017 6:25,Filter 6 dsh valve postion,-25.015
4/12/2017 6:40,Filter 6 dsh valve postion,-25.01
4/12/2017 6:55,Filter 6 dsh valve postion,-25.01
4/12/2017 7:10,Filter 6 dsh valve postion,-25.01
4/12/2017 7:25,Filter 6 dsh valve postion,-25.015
4/12/2017 7:40,Filter 6 dsh valve postion,-25.01
4/12/2017 7:55,Filter 6 dsh valve postion,-25.01
4/12/2017 8:10,Filter 6 dsh valve postion,-25.01
4/12/2017 8:25,Filter 6 dsh valve postion,-25.01
4/12/2017 8:40,Filter 6 dsh valve postion,-25.015
4/12/2017 8:55,Filter 6 dsh valve postion,-25.01
4/12/2017 9:10,Filter 6 dsh valve postion,-25.015
4/12/2017 9:25,Filter 6 dsh valve postion,-25.015
4/12/2017 9:40,Filter 6 dsh valve postion,-25.01
4/12/2017 9:55,Filter 6 dsh valve postion,-25.01
4/12/2017 10:10,Filter 6 dsh valve postion,-25.015
4/12/2017 10:25,Filter 6 dsh valve postion,-25.01
4/12/2017 10:40,Filter 6 dsh valve postion,-25.015
4/12/2017 10:55,Filter 6 dsh valve postion,-25.01
4/12/2017 11:10,Filter 6 dsh valve postion,-25.015
4/12/2017 11:25,Filter 6 dsh valve postion,-25.01
4/12/2017 11:40,Filter 6 dsh valve postion,-25.01
4/12/2017 11:55,Filter 6 dsh valve postion,-25.01
4/12/2017 12:10,Filter 6 dsh valve postion,-25.01
4/12/2017 12:25,Filter 6 dsh valve postion,-25.015
4/12/2017 12:40,Filter 6 dsh valve postion,-25.01
4/12/2017 12:55,Filter 6 dsh valve postion,-25.005
4/12/2017 13:10,Filter 6 dsh valve postion,-25.01
4/12/2017 13:25,Filter 6 dsh valve postion,-25.01
4/12/2017 13:40,Filter 6 dsh valve postion,-25.015
4/12/2017 13:55,Filter 6 dsh valve postion,-25.01
4/12/2017 14:10,Filter 6 dsh valve postion,-25.01
4/12/2017 14:25,Filter 6 dsh valve postion,-25.01
4/12/2017 14:40,Filter 6 dsh valve postion,-25.01
4/12/2017 14:55,Filter 6 dsh valve postion,-25.01
4/12/2017 15:10,Filter 6 dsh valve postion,-25.01
4/12/2017 15:25,Filter 6 dsh valve postion,-25.01
4/12/2017 15:40,Filter 6 dsh valve postion,-25.01
4/12/2017 15:55,Filter 6 dsh valve postion,-25.01
4/12/2017 16:10,Filter 6 dsh valve postion,-25.01
4/12/2017 16:25,Filter 6 dsh valve postion,-25.005
4/12/2017 16:40,Filter 6 dsh valve postion,-25.01
4/12/2017 16:55,Filter 6 dsh valve postion,-25.01
4/12/2017 17:10,Filter 6 dsh valve postion,-25.01
4/12/2017 17:25,Filter 6 dsh valve postion,-25.015
4/12/2017 17:40,Filter 6 dsh valve postion,-25.01
4/12/2017 17:55,Filter 6 dsh valve postion,-25.01
4/12/2017 18:10,Filter 6 dsh valve postion,-25.01
4/12/2017 18:25,Filter 6 dsh valve postion,-25.01
4/12/2017 18:40,Filter 6 dsh valve postion,-25.01
4/12/2017 18:55,Filter 6 dsh valve postion,-25.01
4/12/2017 19:10,Filter 6 dsh valve postion,-25.015
4/12/2017 19:25,Filter 6 dsh valve postion,-25.01
4/12/2017 19:40,Filter 6 dsh valve postion,-25.01
4/12/2017 19:55,Filter 6 dsh valve postion,-25.01
4/12/2017 20:10,Filter 6 dsh valve postion,-25.015
4/12/2017 20:25,Filter 6 dsh valve postion,-25.01
4/12/2017 20:40,Filter 6 dsh valve postion,-25.01
4/12/2017 20:56,Filter 6 dsh valve postion,-25.01
4/12/2017 21:11,Filter 6 dsh valve postion,-25.01
4/12/2017 21:26,Filter 6 dsh valve postion,-25.01
4/12/2017 21:41,Filter 6 dsh valve postion,-25.01
4/12/2017 21:56,Filter 6 dsh valve postion,-25.01
4/12/2017 22:11,Filter 6 dsh valve postion,-25.01
4/12/2017 22:26,Filter 6 dsh valve postion,-25.01
4/12/2017 22:41,Filter 6 dsh valve postion,-25.01
4/12/2017 22:56,Filter 6 dsh valve postion,-25.01
4/12/2017 23:11,Filter 6 dsh valve postion,-25.01
4/12/2017 23:26,Filter 6 dsh valve postion,-25.01
4/12/2017 23:41,Filter 6 dsh valve postion,-25.01
4/12/2017 23:56,Filter 6 dsh valve postion,-25.01
4/13/2017 0:11,Filter 6 dsh valve postion,-25.01
4/13/2017 0:26,Filter 6 dsh valve postion,-25.01
4/13/2017 0:41,Filter 6 dsh valve postion,-25.01
4/13/2017 0:56,Filter 6 dsh valve postion,-25.01
4/13/2017 1:11,Filter 6 dsh valve postion,-25.005
4/13/2017 1:26,Filter 6 dsh valve postion,-25.01
4/13/2017 1:41,Filter 6 dsh valve postion,-25.01
4/13/2017 1:56,Filter 6 dsh valve postion,-25.01
4/13/2017 2:11,Filter 6 dsh valve postion,-25.015
4/13/2017 2:26,Filter 6 dsh valve postion,-25.01
4/13/2017 2:41,Filter 6 dsh valve postion,-25.01
4/13/2017 2:56,Filter 6 dsh valve postion,-25.01
4/13/2017 3:11,Filter 6 dsh valve postion,-25.01
4/13/2017 3:26,Filter 6 dsh valve postion,-25.015
4/13/2017 3:41,Filter 6 dsh valve postion,-25.01
4/13/2017 3:56,Filter 6 dsh valve postion,-25.015
4/13/2017 4:11,Filter 6 dsh valve postion,-25.01
4/13/2017 4:26,Filter 6 dsh valve postion,-25.01
4/13/2017 4:41,Filter 6 dsh valve postion,-25.01
4/13/2017 4:56,Filter 6 dsh valve postion,-25.005
4/13/2017 5:11,Filter 6 dsh valve postion,-25.015
4/13/2017 5:26,Filter 6 dsh valve postion,-25.01
4/13/2017 5:41,Filter 6 dsh valve postion,-25.01
4/13/2017 5:56,Filter 6 dsh valve postion,-25.01
4/13/2017 6:11,Filter 6 dsh valve postion,-25.01
4/13/2017 6:26,Filter 6 dsh valve postion,-25.01
4/13/2017 6:41,Filter 6 dsh valve postion,-25.01
4/13/2017 6:56,Filter 6 dsh valve postion,-25.01
4/13/2017 7:11,Filter 6 dsh valve postion,-25.01
4/13/2017 7:26,Filter 6 dsh valve postion,-25.01
4/13/2017 7:41,Filter 6 dsh valve postion,-25.01
4/13/2017 7:56,Filter 6 dsh valve postion,-25.01
4/13/2017 8:11,Filter 6 dsh valve postion,-25.01
4/13/2017 8:26,Filter 6 dsh valve postion,-25.01
4/13/2017 8:41,Filter 6 dsh valve postion,-25.005
4/13/2017 8:56,Filter 6 dsh valve postion,-25.015
4/13/2017 9:11,Filter 6 dsh valve postion,-25.01
4/13/2017 9:26,Filter 6 dsh valve postion,-25.01
4/13/2017 9:41,Filter 6 dsh valve postion,-25.01
4/13/2017 9:56,Filter 6 dsh valve postion,-25.01
4/13/2017 10:11,Filter 6 dsh valve postion,-25.015
4/13/2017 10:26,Filter 6 dsh valve postion,-25.015
4/13/2017 10:41,Filter 6 dsh valve postion,-25.005
4/13/2017 10:56,Filter 6 dsh valve postion,-25.01
4/13/2017 11:11,Filter 6 dsh valve postion,-25.01
4/13/2017 11:26,Filter 6 dsh valve postion,-25.01
4/13/2017 11:41,Filter 6 dsh valve postion,-25.01
4/13/2017 11:56,Filter 6 dsh valve postion,-25.01
4/13/2017 12:11,Filter 6 dsh valve postion,-25.015
4/13/2017 12:26,Filter 6 dsh valve postion,-25.01
4/13/2017 12:41,Filter 6 dsh valve postion,-25.01
4/13/2017 12:56,Filter 6 dsh valve postion,-25.01
4/13/2017 13:11,Filter 6 dsh valve postion,-25.01
4/13/2017 13:26,Filter 6 dsh valve postion,-25.01
4/13/2017 13:41,Filter 6 dsh valve postion,-25.005
4/13/2017 13:56,Filter 6 dsh valve postion,-25.015
4/13/2017 14:11,Filter 6 dsh valve postion,-25.015
4/13/2017 14:26,Filter 6 dsh valve postion,-25.01
4/13/2017 14:41,Filter 6 dsh valve postion,-25.01
4/13/2017 14:56,Filter 6 dsh valve postion,-25.005
4/13/2017 15:11,Filter 6 dsh valve postion,-25.01
4/13/2017 15:26,Filter 6 dsh valve postion,-25.01
4/13/2017 15:41,Filter 6 dsh valve postion,-25.01
4/13/2017 15:56,Filter 6 dsh valve postion,-25.01
4/13/2017 16:11,Filter 6 dsh valve postion,-25.01
4/13/2017 16:26,Filter 6 dsh valve postion,-25.015
4/13/2017 16:41,Filter 6 dsh valve postion,-25.01
4/13/2017 16:56,Filter 6 dsh valve postion,-25.01
4/13/2017 17:11,Filter 6 dsh valve postion,-25.01
4/13/2017 17:26,Filter 6 dsh valve postion,-25.015
4/13/2017 17:41,Filter 6 dsh valve postion,-25.015
4/13/2017 17:56,Filter 6 dsh valve postion,-25.01
4/13/2017 18:11,Filter 6 dsh valve postion,-25.01
4/13/2017 18:26,Filter 6 dsh valve postion,-25.015
4/13/2017 18:41,Filter 6 dsh valve postion,-25.01
4/13/2017 18:56,Filter 6 dsh valve postion,-25.015
4/13/2017 19:11,Filter 6 dsh valve postion,-25.005
4/13/2017 19:26,Filter 6 dsh valve postion,-25.015
4/13/2017 19:41,Filter 6 dsh valve postion,-25.005
4/13/2017 19:56,Filter 6 dsh valve postion,-25.01
4/13/2017 20:11,Filter 6 dsh valve postion,-25.015
4/13/2017 20:26,Filter 6 dsh valve postion,-25.01
4/13/2017 20:41,Filter 6 dsh valve postion,-25.01
4/13/2017 20:56,Filter 6 dsh valve postion,-25.01
4/13/2017 21:11,Filter 6 dsh valve postion,-25.01
4/13/2017 21:26,Filter 6 dsh valve postion,-25.01
4/13/2017 21:41,Filter 6 dsh valve postion,-25.01
4/13/2017 21:56,Filter 6 dsh valve postion,-25.015
4/13/2017 22:11,Filter 6 dsh valve postion,-25.01
4/13/2017 22:26,Filter 6 dsh valve postion,-25.01
4/13/2017 22:41,Filter 6 dsh valve postion,-25.01
4/13/2017 22:56,Filter 6 dsh valve postion,-25.01
4/13/2017 23:11,Filter 6 dsh valve postion,-25.01
4/13/2017 23:26,Filter 6 dsh valve postion,-25.01
4/13/2017 23:41,Filter 6 dsh valve postion,-25.01
4/13/2017 23:56,Filter 6 dsh valve postion,-25.005
4/14/2017 0:11,Filter 6 dsh valve postion,-25.01
4/14/2017 0:26,Filter 6 dsh valve postion,-25.01
4/14/2017 0:41,Filter 6 dsh valve postion,-25.01
4/14/2017 0:56,Filter 6 dsh valve postion,-25.01
4/14/2017 1:11,Filter 6 dsh valve postion,-25.01
4/14/2017 1:26,Filter 6 dsh valve postion,-25.005
4/14/2017 1:41,Filter 6 dsh valve postion,-25.005
4/14/2017 1:56,Filter 6 dsh valve postion,-25.01
4/14/2017 2:11,Filter 6 dsh valve postion,-25.01
4/14/2017 2:26,Filter 6 dsh valve postion,-25.01
4/14/2017 2:41,Filter 6 dsh valve postion,-25.01
4/14/2017 2:56,Filter 6 dsh valve postion,-25.01
4/14/2017 3:11,Filter 6 dsh valve postion,-25.01
4/14/2017 3:26,Filter 6 dsh valve postion,-25.01
4/14/2017 3:41,Filter 6 dsh valve postion,-25.01
4/14/2017 3:56,Filter 6 dsh valve postion,-25.01
4/14/2017 15:15,Filter 6 dsh valve postion,0
4/14/2017 15:30,Filter 6 dsh valve postion,-24.995
4/14/2017 15:45,Filter 6 dsh valve postion,-25
4/14/2017 16:00,Filter 6 dsh valve postion,-25
4/14/2017 16:15,Filter 6 dsh valve postion,-25.005
4/14/2017 16:30,Filter 6 dsh valve postion,-25.005
4/14/2017 16:45,Filter 6 dsh valve postion,-25.005
4/14/2017 17:00,Filter 6 dsh valve postion,-25.005
4/14/2017 17:15,Filter 6 dsh valve postion,-25.005
4/14/2017 17:30,Filter 6 dsh valve postion,-25.005
4/14/2017 17:45,Filter 6 dsh valve postion,-25.005
4/14/2017 18:00,Filter 6 dsh valve postion,-25.01
4/14/2017 18:15,Filter 6 dsh valve postion,-25.01
4/14/2017 18:30,Filter 6 dsh valve postion,-25.005
4/14/2017 18:45,Filter 6 dsh valve postion,-25.005
4/14/2017 19:00,Filter 6 dsh valve postion,-25.005
4/14/2017 19:15,Filter 6 dsh valve postion,-25.005
4/14/2017 19:30,Filter 6 dsh valve postion,-25.01
4/14/2017 19:45,Filter 6 dsh valve postion,-25.005
4/14/2017 20:00,Filter 6 dsh valve postion,-25.01
4/14/2017 20:15,Filter 6 dsh valve postion,-25.005
4/14/2017 20:30,Filter 6 dsh valve postion,-25.01
4/14/2017 20:45,Filter 6 dsh valve postion,-25.005
4/14/2017 21:00,Filter 6 dsh valve postion,-25.01
4/14/2017 21:15,Filter 6 dsh valve postion,-25.01
4/14/2017 21:30,Filter 6 dsh valve postion,-25.01
4/14/2017 21:45,Filter 6 dsh valve postion,-25.01
4/14/2017 22:00,Filter 6 dsh valve postion,-25.005
4/14/2017 22:15,Filter 6 dsh valve postion,-25.01
4/14/2017 22:30,Filter 6 dsh valve postion,-25.005
4/14/2017 22:45,Filter 6 dsh valve postion,-25.01
4/14/2017 23:00,Filter 6 dsh valve postion,-25.005
4/14/2017 23:15,Filter 6 dsh valve postion,-25.01
4/14/2017 23:30,Filter 6 dsh valve postion,-25.005
4/14/2017 23:45,Filter 6 dsh valve postion,-25.01
4/15/2017 0:00,Filter 6 dsh valve postion,-25.005
4/15/2017 0:15,Filter 6 dsh valve postion,-25.01
4/15/2017 0:30,Filter 6 dsh valve postion,-25.005
4/15/2017 0:45,Filter 6 dsh valve postion,-25.01
4/15/2017 1:00,Filter 6 dsh valve postion,-25.01
4/15/2017 1:15,Filter 6 dsh valve postion,-25.01
4/15/2017 1:30,Filter 6 dsh valve postion,-25.01
4/15/2017 1:45,Filter 6 dsh valve postion,-25.01
4/15/2017 2:00,Filter 6 dsh valve postion,-25.01
4/15/2017 2:15,Filter 6 dsh valve postion,-25.01
4/15/2017 2:30,Filter 6 dsh valve postion,-25.005
4/15/2017 2:45,Filter 6 dsh valve postion,-25.01
4/15/2017 3:00,Filter 6 dsh valve postion,-25.01
4/15/2017 3:15,Filter 6 dsh valve postion,-25.01
4/15/2017 3:30,Filter 6 dsh valve postion,-25.01
4/15/2017 3:45,Filter 6 dsh valve postion,-25.01
4/15/2017 4:00,Filter 6 dsh valve postion,-25.005
4/15/2017 4:15,Filter 6 dsh valve postion,-25.01
4/15/2017 4:30,Filter 6 dsh valve postion,-25.005
4/15/2017 4:45,Filter 6 dsh valve postion,-25.005
4/15/2017 5:00,Filter 6 dsh valve postion,-25.01
4/15/2017 5:15,Filter 6 dsh valve postion,-25.01
4/15/2017 5:30,Filter 6 dsh valve postion,-25.01
4/15/2017 5:45,Filter 6 dsh valve postion,-25.005
4/15/2017 6:00,Filter 6 dsh valve postion,-25.005
4/15/2017 6:15,Filter 6 dsh valve postion,-25.01
4/15/2017 6:30,Filter 6 dsh valve postion,-25.005
4/15/2017 6:45,Filter 6 dsh valve postion,-25.005
4/15/2017 7:00,Filter 6 dsh valve postion,-25.005
4/15/2017 7:15,Filter 6 dsh valve postion,-25.01
4/15/2017 7:30,Filter 6 dsh valve postion,-25.005
4/15/2017 7:45,Filter 6 dsh valve postion,-25.01
4/15/2017 8:00,Filter 6 dsh valve postion,-25.005
4/15/2017 8:15,Filter 6 dsh valve postion,-25.01
4/15/2017 8:30,Filter 6 dsh valve postion,-25.01
4/15/2017 8:45,Filter 6 dsh valve postion,-25.005
4/15/2017 9:00,Filter 6 dsh valve postion,-25.005
4/15/2017 9:15,Filter 6 dsh valve postion,-25.005
4/15/2017 9:30,Filter 6 dsh valve postion,-25.01
4/15/2017 9:45,Filter 6 dsh valve postion,-25.01
4/15/2017 10:00,Filter 6 dsh valve postion,-25.01
4/15/2017 10:15,Filter 6 dsh valve postion,-25.005
4/15/2017 10:30,Filter 6 dsh valve postion,-25.01
4/15/2017 10:45,Filter 6 dsh valve postion,-25.005
4/15/2017 11:00,Filter 6 dsh valve postion,-25.01
4/15/2017 11:15,Filter 6 dsh valve postion,-25.01
4/15/2017 11:30,Filter 6 dsh valve postion,-25.005
4/15/2017 11:45,Filter 6 dsh valve postion,-25.01
4/15/2017 12:00,Filter 6 dsh valve postion,-25.005
4/15/2017 12:15,Filter 6 dsh valve postion,-25.01
4/15/2017 12:30,Filter 6 dsh valve postion,-25.005
4/15/2017 12:45,Filter 6 dsh valve postion,-25.01
4/15/2017 13:00,Filter 6 dsh valve postion,-25.01
4/15/2017 13:15,Filter 6 dsh valve postion,-25.005
4/15/2017 13:30,Filter 6 dsh valve postion,-25.01
4/15/2017 13:45,Filter 6 dsh valve postion,-25.01
4/15/2017 14:00,Filter 6 dsh valve postion,-25.01
4/15/2017 14:15,Filter 6 dsh valve postion,-25.01
4/15/2017 14:30,Filter 6 dsh valve postion,-25.01
4/15/2017 14:45,Filter 6 dsh valve postion,-25.005
4/15/2017 15:00,Filter 6 dsh valve postion,-25.01
4/15/2017 15:15,Filter 6 dsh valve postion,-25.01
4/15/2017 15:30,Filter 6 dsh valve postion,-25.01
4/15/2017 15:45,Filter 6 dsh valve postion,-25.01
4/15/2017 16:00,Filter 6 dsh valve postion,-25.01
4/15/2017 16:15,Filter 6 dsh valve postion,-25.01
4/15/2017 16:30,Filter 6 dsh valve postion,-25.01
4/15/2017 16:45,Filter 6 dsh valve postion,-25.01
4/15/2017 17:00,Filter 6 dsh valve postion,-25.01
4/15/2017 17:15,Filter 6 dsh valve postion,-25.01
4/15/2017 17:30,Filter 6 dsh valve postion,-25.01
4/15/2017 17:45,Filter 6 dsh valve postion,-25.01
4/15/2017 18:00,Filter 6 dsh valve postion,-25.01
4/15/2017 18:15,Filter 6 dsh valve postion,-25.01
4/15/2017 18:30,Filter 6 dsh valve postion,-25.01
4/15/2017 18:45,Filter 6 dsh valve postion,-25.01
4/15/2017 19:00,Filter 6 dsh valve postion,-25.01
4/15/2017 19:15,Filter 6 dsh valve postion,-25.005
4/15/2017 19:30,Filter 6 dsh valve postion,-25.015
4/15/2017 19:45,Filter 6 dsh valve postion,-25.01
4/15/2017 20:00,Filter 6 dsh valve postion,-25.01
4/15/2017 20:15,Filter 6 dsh valve postion,-25.005
4/15/2017 20:30,Filter 6 dsh valve postion,-25.01
4/15/2017 20:45,Filter 6 dsh valve postion,-25.015
4/15/2017 21:00,Filter 6 dsh valve postion,-25.01
4/15/2017 21:15,Filter 6 dsh valve postion,-25.01
4/15/2017 21:30,Filter 6 dsh valve postion,-25.01
4/15/2017 21:45,Filter 6 dsh valve postion,-25.01
4/15/2017 22:00,Filter 6 dsh valve postion,-25.01
4/15/2017 22:15,Filter 6 dsh valve postion,-25.015
4/15/2017 22:30,Filter 6 dsh valve postion,-25.015
4/15/2017 22:45,Filter 6 dsh valve postion,-25.01
4/15/2017 23:00,Filter 6 dsh valve postion,-25.01
4/15/2017 23:15,Filter 6 dsh valve postion,-25.01
4/15/2017 23:30,Filter 6 dsh valve postion,-25.01
4/15/2017 23:45,Filter 6 dsh valve postion,-25.01
4/16/2017 0:00,Filter 6 dsh valve postion,-25.015
4/16/2017 0:15,Filter 6 dsh valve postion,-25.015
4/16/2017 0:30,Filter 6 dsh valve postion,-25.01
4/16/2017 0:45,Filter 6 dsh valve postion,-25.01
4/16/2017 1:00,Filter 6 dsh valve postion,-25.01
4/16/2017 1:15,Filter 6 dsh valve postion,-25.01
4/16/2017 1:30,Filter 6 dsh valve postion,-25.01
4/16/2017 1:45,Filter 6 dsh valve postion,-25.015
4/16/2017 2:00,Filter 6 dsh valve postion,-25.015
4/16/2017 2:15,Filter 6 dsh valve postion,-25.01
4/16/2017 2:30,Filter 6 dsh valve postion,-25.01
4/16/2017 2:45,Filter 6 dsh valve postion,-25.01
4/16/2017 3:00,Filter 6 dsh valve postion,-25.01
4/16/2017 3:15,Filter 6 dsh valve postion,-25.015
4/16/2017 3:30,Filter 6 dsh valve postion,-25.015
4/16/2017 3:45,Filter 6 dsh valve postion,-25.01
4/16/2017 4:00,Filter 6 dsh valve postion,-25.01
4/16/2017 4:15,Filter 6 dsh valve postion,-25.01
4/16/2017 4:30,Filter 6 dsh valve postion,-25.01
4/16/2017 4:45,Filter 6 dsh valve postion,-25.015
4/16/2017 5:00,Filter 6 dsh valve postion,-25.015
4/16/2017 5:15,Filter 6 dsh valve postion,-25.015
4/16/2017 5:30,Filter 6 dsh valve postion,-25.01
4/16/2017 5:45,Filter 6 dsh valve postion,-25.01
4/16/2017 6:00,Filter 6 dsh valve postion,-25.01
4/16/2017 6:15,Filter 6 dsh valve postion,-25.01
4/16/2017 6:30,Filter 6 dsh valve postion,-25.01
4/16/2017 6:45,Filter 6 dsh valve postion,-25.01
4/16/2017 7:00,Filter 6 dsh valve postion,-25.01
4/16/2017 7:15,Filter 6 dsh valve postion,-25.015
4/16/2017 7:30,Filter 6 dsh valve postion,-25.01
4/16/2017 7:45,Filter 6 dsh valve postion,-25.015
4/16/2017 8:00,Filter 6 dsh valve postion,-25.015
4/16/2017 8:15,Filter 6 dsh valve postion,-25.01
4/16/2017 8:30,Filter 6 dsh valve postion,-25.01
4/16/2017 8:45,Filter 6 dsh valve postion,-25.015
4/16/2017 9:00,Filter 6 dsh valve postion,-25.01
4/16/2017 9:15,Filter 6 dsh valve postion,-25.015
4/16/2017 9:30,Filter 6 dsh valve postion,-25.015
4/16/2017 9:45,Filter 6 dsh valve postion,-25.01
4/16/2017 10:00,Filter 6 dsh valve postion,-25.015
4/16/2017 10:15,Filter 6 dsh valve postion,-25.015
4/16/2017 10:30,Filter 6 dsh valve postion,-25.01
4/16/2017 10:45,Filter 6 dsh valve postion,-25.01
4/16/2017 11:00,Filter 6 dsh valve postion,-25.01
4/16/2017 11:15,Filter 6 dsh valve postion,-25.015
4/16/2017 11:30,Filter 6 dsh valve postion,-25.015
4/16/2017 11:45,Filter 6 dsh valve postion,-25.01
4/16/2017 12:00,Filter 6 dsh valve postion,-25.015
4/16/2017 12:15,Filter 6 dsh valve postion,-25.01
4/16/2017 12:30,Filter 6 dsh valve postion,-25.015
4/16/2017 12:45,Filter 6 dsh valve postion,-25.015
4/16/2017 13:00,Filter 6 dsh valve postion,-25.01
4/16/2017 13:15,Filter 6 dsh valve postion,-25.01
4/16/2017 13:30,Filter 6 dsh valve postion,-25.015
4/16/2017 13:45,Filter 6 dsh valve postion,-25.015
4/16/2017 14:00,Filter 6 dsh valve postion,-25.015
4/16/2017 14:15,Filter 6 dsh valve postion,-25.015
4/16/2017 14:30,Filter 6 dsh valve postion,-25.015
4/16/2017 14:45,Filter 6 dsh valve postion,-25.01
4/16/2017 15:00,Filter 6 dsh valve postion,-25.01
4/16/2017 15:15,Filter 6 dsh valve postion,-25.01
4/16/2017 15:30,Filter 6 dsh valve postion,-25.01
4/16/2017 15:45,Filter 6 dsh valve postion,-25.01
4/16/2017 16:00,Filter 6 dsh valve postion,-25.01
4/16/2017 16:15,Filter 6 dsh valve postion,-25.01
4/16/2017 16:30,Filter 6 dsh valve postion,-25.015
4/16/2017 16:45,Filter 6 dsh valve postion,-25.01
4/16/2017 17:00,Filter 6 dsh valve postion,-25.015
4/16/2017 17:15,Filter 6 dsh valve postion,-25.015
4/16/2017 17:30,Filter 6 dsh valve postion,-25.015
4/16/2017 17:45,Filter 6 dsh valve postion,-25.015
4/16/2017 18:00,Filter 6 dsh valve postion,-25.01
4/16/2017 18:15,Filter 6 dsh valve postion,-25.015
4/16/2017 18:30,Filter 6 dsh valve postion,-25.015
4/16/2017 18:45,Filter 6 dsh valve postion,-25.01
4/16/2017 19:00,Filter 6 dsh valve postion,-25.01
4/16/2017 19:15,Filter 6 dsh valve postion,-25.015
4/16/2017 19:30,Filter 6 dsh valve postion,-25.015
4/16/2017 19:45,Filter 6 dsh valve postion,-25.01
4/16/2017 20:00,Filter 6 dsh valve postion,-25.015
4/16/2017 20:15,Filter 6 dsh valve postion,-25.01
4/16/2017 20:30,Filter 6 dsh valve postion,-25.015
4/16/2017 20:45,Filter 6 dsh valve postion,-25.015
4/16/2017 21:00,Filter 6 dsh valve postion,-25.015
4/16/2017 21:15,Filter 6 dsh valve postion,-25.015
4/16/2017 21:30,Filter 6 dsh valve postion,-25.015
4/16/2017 21:45,Filter 6 dsh valve postion,-25.015
4/16/2017 22:00,Filter 6 dsh valve postion,-25.01
4/16/2017 22:15,Filter 6 dsh valve postion,-25.01
4/16/2017 22:30,Filter 6 dsh valve postion,-25.015
4/16/2017 22:45,Filter 6 dsh valve postion,-25.015
4/16/2017 23:00,Filter 6 dsh valve postion,-25.015
4/16/2017 23:15,Filter 6 dsh valve postion,-25.015
4/16/2017 23:30,Filter 6 dsh valve postion,-25.015
4/16/2017 23:45,Filter 6 dsh valve postion,-25.015
4/17/2017 0:00,Filter 6 dsh valve postion,-25.015
4/17/2017 0:15,Filter 6 dsh valve postion,-25.015
4/17/2017 0:30,Filter 6 dsh valve postion,-25.015
4/17/2017 0:45,Filter 6 dsh valve postion,-25.015
4/17/2017 1:00,Filter 6 dsh valve postion,-25.02
4/17/2017 1:15,Filter 6 dsh valve postion,-25.01
4/17/2017 1:30,Filter 6 dsh valve postion,-25.015
4/17/2017 1:45,Filter 6 dsh valve postion,-25.015
4/17/2017 2:00,Filter 6 dsh valve postion,-25.015
4/17/2017 2:15,Filter 6 dsh valve postion,-25.015
4/17/2017 2:30,Filter 6 dsh valve postion,-25.015
4/17/2017 2:45,Filter 6 dsh valve postion,-25.01
4/17/2017 3:00,Filter 6 dsh valve postion,-25.015
4/17/2017 3:15,Filter 6 dsh valve postion,-25.01
4/17/2017 3:30,Filter 6 dsh valve postion,-25.015
4/17/2017 3:45,Filter 6 dsh valve postion,-25.015
4/17/2017 4:00,Filter 6 dsh valve postion,-25.01
4/17/2017 4:15,Filter 6 dsh valve postion,-25.01
4/17/2017 4:30,Filter 6 dsh valve postion,-25.01
4/17/2017 4:45,Filter 6 dsh valve postion,-25.015
4/17/2017 5:00,Filter 6 dsh valve postion,-25.01
4/17/2017 5:15,Filter 6 dsh valve postion,-25.015
4/17/2017 5:30,Filter 6 dsh valve postion,-25.01
4/17/2017 5:45,Filter 6 dsh valve postion,-25.01
4/17/2017 6:00,Filter 6 dsh valve postion,-25.01
4/17/2017 6:15,Filter 6 dsh valve postion,-25.015
4/17/2017 6:30,Filter 6 dsh valve postion,-25.015
4/17/2017 6:45,Filter 6 dsh valve postion,-25.01
4/17/2017 7:00,Filter 6 dsh valve postion,-25.015
4/17/2017 7:15,Filter 6 dsh valve postion,-25.015
4/17/2017 7:30,Filter 6 dsh valve postion,-25.01
4/17/2017 7:45,Filter 6 dsh valve postion,-25.01
4/17/2017 8:00,Filter 6 dsh valve postion,-25.01
4/17/2017 8:15,Filter 6 dsh valve postion,-25.01
4/17/2017 8:30,Filter 6 dsh valve postion,-25.01
4/17/2017 8:45,Filter 6 dsh valve postion,-25.015
4/17/2017 9:00,Filter 6 dsh valve postion,-25.01
4/17/2017 9:15,Filter 6 dsh valve postion,-25.015
4/17/2017 9:30,Filter 6 dsh valve postion,-25.01
4/17/2017 9:45,Filter 6 dsh valve postion,-25.01
4/17/2017 10:00,Filter 6 dsh valve postion,-25.01
4/17/2017 10:15,Filter 6 dsh valve postion,-25.015
4/17/2017 10:30,Filter 6 dsh valve postion,-25.015
4/17/2017 10:45,Filter 6 dsh valve postion,-25.015
4/17/2017 11:00,Filter 6 dsh valve postion,-25.01
4/17/2017 11:15,Filter 6 dsh valve postion,-25.015
4/17/2017 11:30,Filter 6 dsh valve postion,-25.01
4/17/2017 11:45,Filter 6 dsh valve postion,-25.01
4/17/2017 12:00,Filter 6 dsh valve postion,-25.01
4/17/2017 12:15,Filter 6 dsh valve postion,-25.015
4/17/2017 12:30,Filter 6 dsh valve postion,-25.015
4/17/2017 12:45,Filter 6 dsh valve postion,-25.01
4/17/2017 13:00,Filter 6 dsh valve postion,-25.015
4/17/2017 13:15,Filter 6 dsh valve postion,-25.01
4/17/2017 13:30,Filter 6 dsh valve postion,-25.015
4/17/2017 13:45,Filter 6 dsh valve postion,-25.01
